Postnummer,Poststed,Kommunenummer,Kommunenavn,Type,Fylkesnavn,Fylkesnummer,Kommunenummer2023
0001,OSLO,0301,OSLO,P,Oslo,03,0301
0010,OSLO,0301,OSLO,B,Oslo,03,0301
0015,OSLO,0301,OSLO,B,Oslo,03,0301
0018,OSLO,0301,OSLO,S,Oslo,03,0301
0021,OSLO,0301,OSLO,P,Oslo,03,0301
0024,OSLO,0301,OSLO,P,Oslo,03,0301
0026,OSLO,0301,OSLO,B,Oslo,03,0301
0028,OSLO,0301,OSLO,P,Oslo,03,0301
0030,OSLO,0301,OSLO,P,Oslo,03,0301
0032,OSLO,0301,OSLO,P,Oslo,03,0301
0033,OSLO,0301,OSLO,P,Oslo,03,0301
0034,OSLO,0301,OSLO,P,Oslo,03,0301
0037,OSLO,0301,OSLO,B,Oslo,03,0301
0040,OSLO,0301,OSLO,P,Oslo,03,0301
0045,OSLO,0301,OSLO,S,Oslo,03,0301
0046,OSLO,0301,OSLO,S,Oslo,03,0301
0047,OSLO,0301,OSLO,S,Oslo,03,0301
0048,OSLO,0301,OSLO,P,Oslo,03,0301
0050,OSLO,0301,OSLO,G,Oslo,03,0301
0055,OSLO,0301,OSLO,P,Oslo,03,0301
0101,OSLO,0301,OSLO,P,Oslo,03,0301
0102,OSLO,0301,OSLO,P,Oslo,03,0301
0103,OSLO,0301,OSLO,P,Oslo,03,0301
0104,OSLO,0301,OSLO,P,Oslo,03,0301
0105,OSLO,0301,OSLO,P,Oslo,03,0301
0106,OSLO,0301,OSLO,P,Oslo,03,0301
0107,OSLO,0301,OSLO,P,Oslo,03,0301
0109,OSLO,0301,OSLO,P,Oslo,03,0301
0110,OSLO,0301,OSLO,P,Oslo,03,0301
0111,OSLO,0301,OSLO,P,Oslo,03,0301
0112,OSLO,0301,OSLO,P,Oslo,03,0301
0113,OSLO,0301,OSLO,P,Oslo,03,0301
0114,OSLO,0301,OSLO,P,Oslo,03,0301
0115,OSLO,0301,OSLO,P,Oslo,03,0301
0116,OSLO,0301,OSLO,P,Oslo,03,0301
0117,OSLO,0301,OSLO,P,Oslo,03,0301
0118,OSLO,0301,OSLO,P,Oslo,03,0301
0119,OSLO,0301,OSLO,P,Oslo,03,0301
0120,OSLO,0301,OSLO,P,Oslo,03,0301
0121,OSLO,0301,OSLO,P,Oslo,03,0301
0122,OSLO,0301,OSLO,P,Oslo,03,0301
0123,OSLO,0301,OSLO,P,Oslo,03,0301
0124,OSLO,0301,OSLO,P,Oslo,03,0301
0125,OSLO,0301,OSLO,P,Oslo,03,0301
0129,OSLO,0301,OSLO,P,Oslo,03,0301
0130,OSLO,0301,OSLO,P,Oslo,03,0301
0131,OSLO,0301,OSLO,P,Oslo,03,0301
0132,OSLO,0301,OSLO,P,Oslo,03,0301
0133,OSLO,0301,OSLO,P,Oslo,03,0301
0134,OSLO,0301,OSLO,P,Oslo,03,0301
0135,OSLO,0301,OSLO,P,Oslo,03,0301
0136,OSLO,0301,OSLO,P,Oslo,03,0301
0138,OSLO,0301,OSLO,P,Oslo,03,0301
0139,OSLO,0301,OSLO,G,Oslo,03,0301
0140,OSLO,0301,OSLO,P,Oslo,03,0301
0150,OSLO,0301,OSLO,G,Oslo,03,0301
0151,OSLO,0301,OSLO,G,Oslo,03,0301
0152,OSLO,0301,OSLO,G,Oslo,03,0301
0153,OSLO,0301,OSLO,G,Oslo,03,0301
0154,OSLO,0301,OSLO,G,Oslo,03,0301
0155,OSLO,0301,OSLO,G,Oslo,03,0301
0157,OSLO,0301,OSLO,G,Oslo,03,0301
0158,OSLO,0301,OSLO,G,Oslo,03,0301
0159,OSLO,0301,OSLO,G,Oslo,03,0301
0160,OSLO,0301,OSLO,G,Oslo,03,0301
0161,OSLO,0301,OSLO,G,Oslo,03,0301
0162,OSLO,0301,OSLO,G,Oslo,03,0301
0164,OSLO,0301,OSLO,G,Oslo,03,0301
0165,OSLO,0301,OSLO,G,Oslo,03,0301
0166,OSLO,0301,OSLO,G,Oslo,03,0301
0167,OSLO,0301,OSLO,G,Oslo,03,0301
0168,OSLO,0301,OSLO,G,Oslo,03,0301
0169,OSLO,0301,OSLO,G,Oslo,03,0301
0170,OSLO,0301,OSLO,G,Oslo,03,0301
0171,OSLO,0301,OSLO,G,Oslo,03,0301
0172,OSLO,0301,OSLO,G,Oslo,03,0301
0173,OSLO,0301,OSLO,G,Oslo,03,0301
0174,OSLO,0301,OSLO,G,Oslo,03,0301
0175,OSLO,0301,OSLO,G,Oslo,03,0301
0176,OSLO,0301,OSLO,G,Oslo,03,0301
0177,OSLO,0301,OSLO,G,Oslo,03,0301
0178,OSLO,0301,OSLO,G,Oslo,03,0301
0179,OSLO,0301,OSLO,G,Oslo,03,0301
0180,OSLO,0301,OSLO,G,Oslo,03,0301
0181,OSLO,0301,OSLO,G,Oslo,03,0301
0182,OSLO,0301,OSLO,G,Oslo,03,0301
0183,OSLO,0301,OSLO,G,Oslo,03,0301
0184,OSLO,0301,OSLO,G,Oslo,03,0301
0185,OSLO,0301,OSLO,G,Oslo,03,0301
0186,OSLO,0301,OSLO,G,Oslo,03,0301
0187,OSLO,0301,OSLO,G,Oslo,03,0301
0188,OSLO,0301,OSLO,G,Oslo,03,0301
0190,OSLO,0301,OSLO,G,Oslo,03,0301
0191,OSLO,0301,OSLO,G,Oslo,03,0301
0192,OSLO,0301,OSLO,G,Oslo,03,0301
0193,OSLO,0301,OSLO,G,Oslo,03,0301
0194,OSLO,0301,OSLO,G,Oslo,03,0301
0195,OSLO,0301,OSLO,G,Oslo,03,0301
0196,OSLO,0301,OSLO,G,Oslo,03,0301
0198,OSLO,0301,OSLO,G,Oslo,03,0301
0201,OSLO,0301,OSLO,P,Oslo,03,0301
0202,OSLO,0301,OSLO,P,Oslo,03,0301
0203,OSLO,0301,OSLO,P,Oslo,03,0301
0204,OSLO,0301,OSLO,P,Oslo,03,0301
0207,OSLO,0301,OSLO,P,Oslo,03,0301
0208,OSLO,0301,OSLO,P,Oslo,03,0301
0211,OSLO,0301,OSLO,P,Oslo,03,0301
0212,OSLO,0301,OSLO,P,Oslo,03,0301
0213,OSLO,0301,OSLO,P,Oslo,03,0301
0214,OSLO,0301,OSLO,P,Oslo,03,0301
0215,OSLO,0301,OSLO,P,Oslo,03,0301
0216,OSLO,0301,OSLO,P,Oslo,03,0301
0217,OSLO,0301,OSLO,P,Oslo,03,0301
0218,OSLO,0301,OSLO,P,Oslo,03,0301
0230,OSLO,0301,OSLO,P,Oslo,03,0301
0240,OSLO,0301,OSLO,P,Oslo,03,0301
0244,OSLO,0301,OSLO,P,Oslo,03,0301
0247,OSLO,0301,OSLO,P,Oslo,03,0301
0250,OSLO,0301,OSLO,G,Oslo,03,0301
0251,OSLO,0301,OSLO,G,Oslo,03,0301
0252,OSLO,0301,OSLO,G,Oslo,03,0301
0253,OSLO,0301,OSLO,G,Oslo,03,0301
0254,OSLO,0301,OSLO,G,Oslo,03,0301
0255,OSLO,0301,OSLO,G,Oslo,03,0301
0256,OSLO,0301,OSLO,G,Oslo,03,0301
0257,OSLO,0301,OSLO,G,Oslo,03,0301
0258,OSLO,0301,OSLO,G,Oslo,03,0301
0259,OSLO,0301,OSLO,G,Oslo,03,0301
0260,OSLO,0301,OSLO,G,Oslo,03,0301
0262,OSLO,0301,OSLO,G,Oslo,03,0301
0263,OSLO,0301,OSLO,G,Oslo,03,0301
0264,OSLO,0301,OSLO,G,Oslo,03,0301
0265,OSLO,0301,OSLO,G,Oslo,03,0301
0266,OSLO,0301,OSLO,G,Oslo,03,0301
0267,OSLO,0301,OSLO,G,Oslo,03,0301
0268,OSLO,0301,OSLO,G,Oslo,03,0301
0270,OSLO,0301,OSLO,G,Oslo,03,0301
0271,OSLO,0301,OSLO,G,Oslo,03,0301
0272,OSLO,0301,OSLO,G,Oslo,03,0301
0273,OSLO,0301,OSLO,G,Oslo,03,0301
0274,OSLO,0301,OSLO,G,Oslo,03,0301
0275,OSLO,0301,OSLO,G,Oslo,03,0301
0276,OSLO,0301,OSLO,G,Oslo,03,0301
0277,OSLO,0301,OSLO,G,Oslo,03,0301
0278,OSLO,0301,OSLO,G,Oslo,03,0301
0279,OSLO,0301,OSLO,G,Oslo,03,0301
0280,OSLO,0301,OSLO,G,Oslo,03,0301
0281,OSLO,0301,OSLO,G,Oslo,03,0301
0282,OSLO,0301,OSLO,G,Oslo,03,0301
0283,OSLO,0301,OSLO,G,Oslo,03,0301
0284,OSLO,0301,OSLO,G,Oslo,03,0301
0286,OSLO,0301,OSLO,G,Oslo,03,0301
0287,OSLO,0301,OSLO,G,Oslo,03,0301
0301,OSLO,0301,OSLO,P,Oslo,03,0301
0302,OSLO,0301,OSLO,P,Oslo,03,0301
0303,OSLO,0301,OSLO,P,Oslo,03,0301
0304,OSLO,0301,OSLO,P,Oslo,03,0301
0305,OSLO,0301,OSLO,P,Oslo,03,0301
0306,OSLO,0301,OSLO,P,Oslo,03,0301
0307,OSLO,0301,OSLO,P,Oslo,03,0301
0308,OSLO,0301,OSLO,P,Oslo,03,0301
0309,OSLO,0301,OSLO,P,Oslo,03,0301
0311,OSLO,0301,OSLO,P,Oslo,03,0301
0313,OSLO,0301,OSLO,P,Oslo,03,0301
0314,OSLO,0301,OSLO,P,Oslo,03,0301
0315,OSLO,0301,OSLO,P,Oslo,03,0301
0316,OSLO,0301,OSLO,P,Oslo,03,0301
0317,OSLO,0301,OSLO,P,Oslo,03,0301
0318,OSLO,0301,OSLO,P,Oslo,03,0301
0319,OSLO,0301,OSLO,P,Oslo,03,0301
0323,OSLO,0301,OSLO,P,Oslo,03,0301
0330,OSLO,0301,OSLO,P,Oslo,03,0301
0340,OSLO,0301,OSLO,B,Oslo,03,0301
0349,OSLO,0301,OSLO,B,Oslo,03,0301
0350,OSLO,0301,OSLO,G,Oslo,03,0301
0351,OSLO,0301,OSLO,G,Oslo,03,0301
0352,OSLO,0301,OSLO,G,Oslo,03,0301
0353,OSLO,0301,OSLO,G,Oslo,03,0301
0354,OSLO,0301,OSLO,G,Oslo,03,0301
0355,OSLO,0301,OSLO,G,Oslo,03,0301
0356,OSLO,0301,OSLO,G,Oslo,03,0301
0357,OSLO,0301,OSLO,G,Oslo,03,0301
0358,OSLO,0301,OSLO,G,Oslo,03,0301
0359,OSLO,0301,OSLO,G,Oslo,03,0301
0360,OSLO,0301,OSLO,G,Oslo,03,0301
0361,OSLO,0301,OSLO,G,Oslo,03,0301
0362,OSLO,0301,OSLO,G,Oslo,03,0301
0363,OSLO,0301,OSLO,G,Oslo,03,0301
0364,OSLO,0301,OSLO,G,Oslo,03,0301
0365,OSLO,0301,OSLO,G,Oslo,03,0301
0366,OSLO,0301,OSLO,G,Oslo,03,0301
0367,OSLO,0301,OSLO,G,Oslo,03,0301
0368,OSLO,0301,OSLO,G,Oslo,03,0301
0369,OSLO,0301,OSLO,G,Oslo,03,0301
0370,OSLO,0301,OSLO,G,Oslo,03,0301
0371,OSLO,0301,OSLO,G,Oslo,03,0301
0372,OSLO,0301,OSLO,G,Oslo,03,0301
0373,OSLO,0301,OSLO,G,Oslo,03,0301
0374,OSLO,0301,OSLO,G,Oslo,03,0301
0375,OSLO,0301,OSLO,G,Oslo,03,0301
0376,OSLO,0301,OSLO,G,Oslo,03,0301
0377,OSLO,0301,OSLO,G,Oslo,03,0301
0378,OSLO,0301,OSLO,G,Oslo,03,0301
0379,OSLO,0301,OSLO,G,Oslo,03,0301
0380,OSLO,0301,OSLO,G,Oslo,03,0301
0381,OSLO,0301,OSLO,G,Oslo,03,0301
0382,OSLO,0301,OSLO,G,Oslo,03,0301
0383,OSLO,0301,OSLO,G,Oslo,03,0301
0401,OSLO,0301,OSLO,P,Oslo,03,0301
0402,OSLO,0301,OSLO,P,Oslo,03,0301
0403,OSLO,0301,OSLO,P,Oslo,03,0301
0404,OSLO,0301,OSLO,P,Oslo,03,0301
0405,OSLO,0301,OSLO,P,Oslo,03,0301
0406,OSLO,0301,OSLO,P,Oslo,03,0301
0409,OSLO,0301,OSLO,P,Oslo,03,0301
0410,OSLO,0301,OSLO,P,Oslo,03,0301
0411,OSLO,0301,OSLO,P,Oslo,03,0301
0412,OSLO,0301,OSLO,P,Oslo,03,0301
0413,OSLO,0301,OSLO,P,Oslo,03,0301
0415,OSLO,0301,OSLO,P,Oslo,03,0301
0421,OSLO,0301,OSLO,P,Oslo,03,0301
0422,OSLO,0301,OSLO,P,Oslo,03,0301
0423,OSLO,0301,OSLO,P,Oslo,03,0301
0424,OSLO,0301,OSLO,P,Oslo,03,0301
0440,OSLO,0301,OSLO,P,Oslo,03,0301
0441,OSLO,0301,OSLO,P,Oslo,03,0301
0442,OSLO,0301,OSLO,P,Oslo,03,0301
0445,OSLO,0301,OSLO,G,Oslo,03,0301
0450,OSLO,0301,OSLO,G,Oslo,03,0301
0451,OSLO,0301,OSLO,G,Oslo,03,0301
0452,OSLO,0301,OSLO,G,Oslo,03,0301
0454,OSLO,0301,OSLO,G,Oslo,03,0301
0455,OSLO,0301,OSLO,G,Oslo,03,0301
0456,OSLO,0301,OSLO,G,Oslo,03,0301
0457,OSLO,0301,OSLO,G,Oslo,03,0301
0458,OSLO,0301,OSLO,G,Oslo,03,0301
0459,OSLO,0301,OSLO,G,Oslo,03,0301
0460,OSLO,0301,OSLO,G,Oslo,03,0301
0461,OSLO,0301,OSLO,G,Oslo,03,0301
0462,OSLO,0301,OSLO,G,Oslo,03,0301
0463,OSLO,0301,OSLO,G,Oslo,03,0301
0464,OSLO,0301,OSLO,G,Oslo,03,0301
0465,OSLO,0301,OSLO,G,Oslo,03,0301
0467,OSLO,0301,OSLO,G,Oslo,03,0301
0468,OSLO,0301,OSLO,G,Oslo,03,0301
0469,OSLO,0301,OSLO,G,Oslo,03,0301
0470,OSLO,0301,OSLO,G,Oslo,03,0301
0472,OSLO,0301,OSLO,G,Oslo,03,0301
0473,OSLO,0301,OSLO,G,Oslo,03,0301
0474,OSLO,0301,OSLO,G,Oslo,03,0301
0475,OSLO,0301,OSLO,G,Oslo,03,0301
0476,OSLO,0301,OSLO,G,Oslo,03,0301
0477,OSLO,0301,OSLO,G,Oslo,03,0301
0478,OSLO,0301,OSLO,G,Oslo,03,0301
0479,OSLO,0301,OSLO,G,Oslo,03,0301
0480,OSLO,0301,OSLO,G,Oslo,03,0301
0481,OSLO,0301,OSLO,G,Oslo,03,0301
0482,OSLO,0301,OSLO,G,Oslo,03,0301
0483,OSLO,0301,OSLO,G,Oslo,03,0301
0484,OSLO,0301,OSLO,G,Oslo,03,0301
0485,OSLO,0301,OSLO,G,Oslo,03,0301
0486,OSLO,0301,OSLO,G,Oslo,03,0301
0487,OSLO,0301,OSLO,G,Oslo,03,0301
0488,OSLO,0301,OSLO,G,Oslo,03,0301
0489,OSLO,0301,OSLO,G,Oslo,03,0301
0490,OSLO,0301,OSLO,G,Oslo,03,0301
0491,OSLO,0301,OSLO,G,Oslo,03,0301
0492,OSLO,0301,OSLO,G,Oslo,03,0301
0493,OSLO,0301,OSLO,G,Oslo,03,0301
0494,OSLO,0301,OSLO,G,Oslo,03,0301
0495,OSLO,0301,OSLO,G,Oslo,03,0301
0496,OSLO,0301,OSLO,G,Oslo,03,0301
0501,OSLO,0301,OSLO,P,Oslo,03,0301
0502,OSLO,0301,OSLO,P,Oslo,03,0301
0503,OSLO,0301,OSLO,P,Oslo,03,0301
0504,OSLO,0301,OSLO,P,Oslo,03,0301
0505,OSLO,0301,OSLO,P,Oslo,03,0301
0506,OSLO,0301,OSLO,P,Oslo,03,0301
0507,OSLO,0301,OSLO,P,Oslo,03,0301
0508,OSLO,0301,OSLO,P,Oslo,03,0301
0509,OSLO,0301,OSLO,P,Oslo,03,0301
0510,OSLO,0301,OSLO,P,Oslo,03,0301
0511,OSLO,0301,OSLO,P,Oslo,03,0301
0512,OSLO,0301,OSLO,P,Oslo,03,0301
0513,OSLO,0301,OSLO,P,Oslo,03,0301
0515,OSLO,0301,OSLO,P,Oslo,03,0301
0516,OSLO,0301,OSLO,P,Oslo,03,0301
0517,OSLO,0301,OSLO,P,Oslo,03,0301
0518,OSLO,0301,OSLO,P,Oslo,03,0301
0520,OSLO,0301,OSLO,P,Oslo,03,0301
0540,OSLO,0301,OSLO,P,Oslo,03,0301
0550,OSLO,0301,OSLO,G,Oslo,03,0301
0551,OSLO,0301,OSLO,G,Oslo,03,0301
0552,OSLO,0301,OSLO,G,Oslo,03,0301
0553,OSLO,0301,OSLO,G,Oslo,03,0301
0554,OSLO,0301,OSLO,G,Oslo,03,0301
0555,OSLO,0301,OSLO,G,Oslo,03,0301
0556,OSLO,0301,OSLO,G,Oslo,03,0301
0557,OSLO,0301,OSLO,G,Oslo,03,0301
0558,OSLO,0301,OSLO,G,Oslo,03,0301
0559,OSLO,0301,OSLO,G,Oslo,03,0301
0560,OSLO,0301,OSLO,G,Oslo,03,0301
0561,OSLO,0301,OSLO,G,Oslo,03,0301
0562,OSLO,0301,OSLO,G,Oslo,03,0301
0563,OSLO,0301,OSLO,G,Oslo,03,0301
0564,OSLO,0301,OSLO,G,Oslo,03,0301
0565,OSLO,0301,OSLO,G,Oslo,03,0301
0566,OSLO,0301,OSLO,G,Oslo,03,0301
0567,OSLO,0301,OSLO,G,Oslo,03,0301
0568,OSLO,0301,OSLO,G,Oslo,03,0301
0569,OSLO,0301,OSLO,G,Oslo,03,0301
0570,OSLO,0301,OSLO,G,Oslo,03,0301
0571,OSLO,0301,OSLO,G,Oslo,03,0301
0572,OSLO,0301,OSLO,G,Oslo,03,0301
0573,OSLO,0301,OSLO,G,Oslo,03,0301
0574,OSLO,0301,OSLO,G,Oslo,03,0301
0575,OSLO,0301,OSLO,G,Oslo,03,0301
0576,OSLO,0301,OSLO,G,Oslo,03,0301
0577,OSLO,0301,OSLO,G,Oslo,03,0301
0578,OSLO,0301,OSLO,G,Oslo,03,0301
0579,OSLO,0301,OSLO,G,Oslo,03,0301
0580,OSLO,0301,OSLO,G,Oslo,03,0301
0581,OSLO,0301,OSLO,G,Oslo,03,0301
0582,OSLO,0301,OSLO,G,Oslo,03,0301
0583,OSLO,0301,OSLO,G,Oslo,03,0301
0584,OSLO,0301,OSLO,G,Oslo,03,0301
0585,OSLO,0301,OSLO,G,Oslo,03,0301
0586,OSLO,0301,OSLO,G,Oslo,03,0301
0587,OSLO,0301,OSLO,G,Oslo,03,0301
0588,OSLO,0301,OSLO,G,Oslo,03,0301
0589,OSLO,0301,OSLO,G,Oslo,03,0301
0590,OSLO,0301,OSLO,G,Oslo,03,0301
0591,OSLO,0301,OSLO,G,Oslo,03,0301
0592,OSLO,0301,OSLO,G,Oslo,03,0301
0593,OSLO,0301,OSLO,G,Oslo,03,0301
0594,OSLO,0301,OSLO,G,Oslo,03,0301
0595,OSLO,0301,OSLO,G,Oslo,03,0301
0596,OSLO,0301,OSLO,G,Oslo,03,0301
0597,OSLO,0301,OSLO,G,Oslo,03,0301
0598,OSLO,0301,OSLO,G,Oslo,03,0301
0601,OSLO,0301,OSLO,P,Oslo,03,0301
0602,OSLO,0301,OSLO,P,Oslo,03,0301
0603,OSLO,0301,OSLO,P,Oslo,03,0301
0604,OSLO,0301,OSLO,P,Oslo,03,0301
0605,OSLO,0301,OSLO,P,Oslo,03,0301
0606,OSLO,0301,OSLO,P,Oslo,03,0301
0607,OSLO,0301,OSLO,P,Oslo,03,0301
0608,OSLO,0301,OSLO,P,Oslo,03,0301
0609,OSLO,0301,OSLO,P,Oslo,03,0301
0611,OSLO,0301,OSLO,P,Oslo,03,0301
0612,OSLO,0301,OSLO,P,Oslo,03,0301
0613,OSLO,0301,OSLO,P,Oslo,03,0301
0614,OSLO,0301,OSLO,P,Oslo,03,0301
0615,OSLO,0301,OSLO,P,Oslo,03,0301
0616,OSLO,0301,OSLO,P,Oslo,03,0301
0617,OSLO,0301,OSLO,P,Oslo,03,0301
0618,OSLO,0301,OSLO,P,Oslo,03,0301
0619,OSLO,0301,OSLO,P,Oslo,03,0301
0620,OSLO,0301,OSLO,P,Oslo,03,0301
0621,OSLO,0301,OSLO,P,Oslo,03,0301
0622,OSLO,0301,OSLO,P,Oslo,03,0301
0623,OSLO,0301,OSLO,P,Oslo,03,0301
0624,OSLO,0301,OSLO,P,Oslo,03,0301
0626,OSLO,0301,OSLO,P,Oslo,03,0301
0650,OSLO,0301,OSLO,G,Oslo,03,0301
0651,OSLO,0301,OSLO,G,Oslo,03,0301
0652,OSLO,0301,OSLO,G,Oslo,03,0301
0653,OSLO,0301,OSLO,G,Oslo,03,0301
0654,OSLO,0301,OSLO,G,Oslo,03,0301
0655,OSLO,0301,OSLO,G,Oslo,03,0301
0656,OSLO,0301,OSLO,G,Oslo,03,0301
0657,OSLO,0301,OSLO,G,Oslo,03,0301
0658,OSLO,0301,OSLO,G,Oslo,03,0301
0659,OSLO,0301,OSLO,G,Oslo,03,0301
0660,OSLO,0301,OSLO,G,Oslo,03,0301
0661,OSLO,0301,OSLO,G,Oslo,03,0301
0662,OSLO,0301,OSLO,G,Oslo,03,0301
0663,OSLO,0301,OSLO,G,Oslo,03,0301
0664,OSLO,0301,OSLO,G,Oslo,03,0301
0665,OSLO,0301,OSLO,G,Oslo,03,0301
0666,OSLO,0301,OSLO,G,Oslo,03,0301
0667,OSLO,0301,OSLO,G,Oslo,03,0301
0668,OSLO,0301,OSLO,G,Oslo,03,0301
0669,OSLO,0301,OSLO,G,Oslo,03,0301
0670,OSLO,0301,OSLO,G,Oslo,03,0301
0671,OSLO,0301,OSLO,G,Oslo,03,0301
0672,OSLO,0301,OSLO,G,Oslo,03,0301
0673,OSLO,0301,OSLO,G,Oslo,03,0301
0674,OSLO,0301,OSLO,G,Oslo,03,0301
0675,OSLO,0301,OSLO,G,Oslo,03,0301
0676,OSLO,0301,OSLO,G,Oslo,03,0301
0677,OSLO,0301,OSLO,G,Oslo,03,0301
0678,OSLO,0301,OSLO,G,Oslo,03,0301
0679,OSLO,0301,OSLO,G,Oslo,03,0301
0680,OSLO,0301,OSLO,G,Oslo,03,0301
0681,OSLO,0301,OSLO,G,Oslo,03,0301
0682,OSLO,0301,OSLO,G,Oslo,03,0301
0683,OSLO,0301,OSLO,G,Oslo,03,0301
0684,OSLO,0301,OSLO,G,Oslo,03,0301
0685,OSLO,0301,OSLO,G,Oslo,03,0301
0686,OSLO,0301,OSLO,G,Oslo,03,0301
0687,OSLO,0301,OSLO,G,Oslo,03,0301
0688,OSLO,0301,OSLO,G,Oslo,03,0301
0689,OSLO,0301,OSLO,G,Oslo,03,0301
0690,OSLO,0301,OSLO,G,Oslo,03,0301
0691,OSLO,0301,OSLO,G,Oslo,03,0301
0692,OSLO,0301,OSLO,G,Oslo,03,0301
0693,OSLO,0301,OSLO,G,Oslo,03,0301
0694,OSLO,0301,OSLO,G,Oslo,03,0301
0701,OSLO,0301,OSLO,P,Oslo,03,0301
0702,OSLO,0301,OSLO,P,Oslo,03,0301
0705,OSLO,0301,OSLO,P,Oslo,03,0301
0710,OSLO,0301,OSLO,P,Oslo,03,0301
0712,OSLO,0301,OSLO,P,Oslo,03,0301
0750,OSLO,0301,OSLO,G,Oslo,03,0301
0751,OSLO,0301,OSLO,G,Oslo,03,0301
0752,OSLO,0301,OSLO,G,Oslo,03,0301
0753,OSLO,0301,OSLO,G,Oslo,03,0301
0754,OSLO,0301,OSLO,G,Oslo,03,0301
0755,OSLO,0301,OSLO,G,Oslo,03,0301
0756,OSLO,0301,OSLO,G,Oslo,03,0301
0757,OSLO,0301,OSLO,G,Oslo,03,0301
0758,OSLO,0301,OSLO,G,Oslo,03,0301
0760,OSLO,0301,OSLO,G,Oslo,03,0301
0763,OSLO,0301,OSLO,G,Oslo,03,0301
0764,OSLO,0301,OSLO,G,Oslo,03,0301
0765,OSLO,0301,OSLO,G,Oslo,03,0301
0766,OSLO,0301,OSLO,G,Oslo,03,0301
0767,OSLO,0301,OSLO,G,Oslo,03,0301
0768,OSLO,0301,OSLO,G,Oslo,03,0301
0770,OSLO,0301,OSLO,G,Oslo,03,0301
0771,OSLO,0301,OSLO,G,Oslo,03,0301
0772,OSLO,0301,OSLO,G,Oslo,03,0301
0773,OSLO,0301,OSLO,G,Oslo,03,0301
0774,OSLO,0301,OSLO,G,Oslo,03,0301
0775,OSLO,0301,OSLO,G,Oslo,03,0301
0776,OSLO,0301,OSLO,G,Oslo,03,0301
0777,OSLO,0301,OSLO,G,Oslo,03,0301
0778,OSLO,0301,OSLO,G,Oslo,03,0301
0779,OSLO,0301,OSLO,G,Oslo,03,0301
0781,OSLO,0301,OSLO,G,Oslo,03,0301
0782,OSLO,0301,OSLO,G,Oslo,03,0301
0783,OSLO,0301,OSLO,G,Oslo,03,0301
0784,OSLO,0301,OSLO,G,Oslo,03,0301
0785,OSLO,0301,OSLO,G,Oslo,03,0301
0786,OSLO,0301,OSLO,G,Oslo,03,0301
0787,OSLO,0301,OSLO,G,Oslo,03,0301
0788,OSLO,0301,OSLO,G,Oslo,03,0301
0789,OSLO,0301,OSLO,G,Oslo,03,0301
0790,OSLO,0301,OSLO,G,Oslo,03,0301
0791,OSLO,0301,OSLO,G,Oslo,03,0301
0801,OSLO,0301,OSLO,P,Oslo,03,0301
0805,OSLO,0301,OSLO,P,Oslo,03,0301
0806,OSLO,0301,OSLO,P,Oslo,03,0301
0807,OSLO,0301,OSLO,P,Oslo,03,0301
0840,OSLO,0301,OSLO,P,Oslo,03,0301
0850,OSLO,0301,OSLO,G,Oslo,03,0301
0851,OSLO,0301,OSLO,G,Oslo,03,0301
0852,OSLO,0301,OSLO,G,Oslo,03,0301
0853,OSLO,0301,OSLO,G,Oslo,03,0301
0854,OSLO,0301,OSLO,G,Oslo,03,0301
0855,OSLO,0301,OSLO,G,Oslo,03,0301
0856,OSLO,0301,OSLO,G,Oslo,03,0301
0857,OSLO,0301,OSLO,G,Oslo,03,0301
0858,OSLO,0301,OSLO,G,Oslo,03,0301
0860,OSLO,0301,OSLO,G,Oslo,03,0301
0861,OSLO,0301,OSLO,G,Oslo,03,0301
0862,OSLO,0301,OSLO,G,Oslo,03,0301
0863,OSLO,0301,OSLO,G,Oslo,03,0301
0864,OSLO,0301,OSLO,G,Oslo,03,0301
0870,OSLO,0301,OSLO,G,Oslo,03,0301
0871,OSLO,0301,OSLO,G,Oslo,03,0301
0872,OSLO,0301,OSLO,G,Oslo,03,0301
0873,OSLO,0301,OSLO,G,Oslo,03,0301
0874,OSLO,0301,OSLO,G,Oslo,03,0301
0875,OSLO,0301,OSLO,G,Oslo,03,0301
0876,OSLO,0301,OSLO,G,Oslo,03,0301
0877,OSLO,0301,OSLO,G,Oslo,03,0301
0880,OSLO,0301,OSLO,G,Oslo,03,0301
0881,OSLO,0301,OSLO,G,Oslo,03,0301
0882,OSLO,0301,OSLO,G,Oslo,03,0301
0883,OSLO,0301,OSLO,G,Oslo,03,0301
0884,OSLO,0301,OSLO,G,Oslo,03,0301
0890,OSLO,0301,OSLO,G,Oslo,03,0301
0891,OSLO,0301,OSLO,G,Oslo,03,0301
0901,OSLO,0301,OSLO,P,Oslo,03,0301
0902,OSLO,0301,OSLO,P,Oslo,03,0301
0903,OSLO,0301,OSLO,P,Oslo,03,0301
0904,OSLO,0301,OSLO,P,Oslo,03,0301
0905,OSLO,0301,OSLO,P,Oslo,03,0301
0907,OSLO,0301,OSLO,P,Oslo,03,0301
0908,OSLO,0301,OSLO,P,Oslo,03,0301
0913,OSLO,0301,OSLO,P,Oslo,03,0301
0914,OSLO,0301,OSLO,P,Oslo,03,0301
0915,OSLO,0301,OSLO,P,Oslo,03,0301
0950,OSLO,0301,OSLO,G,Oslo,03,0301
0951,OSLO,0301,OSLO,G,Oslo,03,0301
