Postnummer,Poststed,Kommunenummer,Kommunenavn,Type,Fylkesnavn,Fylkesnummer,Kommunenummer2023
4803,ARENDAL,4203,ARENDAL,P,Agder,42,4203
4804,ARENDAL,4203,ARENDAL,P,Agder,42,4203
4808,ARENDAL,4203,ARENDAL,P,Agder,42,4203
4809,ARENDAL,4203,ARENDAL,P,Agder,42,4203
4810,EYDEHAVN,4203,ARENDAL,G,Agder,42,4203
4812,KONGSHAVN,4203,ARENDAL,G,Agder,42,4203
4815,SALTRØD,4203,ARENDAL,G,Agder,42,4203
4816,KOLBJØRNSVIK,4203,ARENDAL,G,Agder,42,4203
4817,HIS,4203,ARENDAL,G,Agder,42,4203
4818,FÆRVIK,4203,ARENDAL,G,Agder,42,4203
4820,FROLAND,4214,FROLAND,G,Agder,42,4214
4821,RYKENE,4203,ARENDAL,G,Agder,42,4203
4822,RYKENE,4203,ARENDAL,P,Agder,42,4203
4823,NEDENES,4203,ARENDAL,G,Agder,42,4203
4824,BJORBEKK,4203,ARENDAL,G,Agder,42,4203
4825,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4827,FROLANDS VERK,4214,FROLAND,G,Agder,42,4214
4828,MJÅVATN,4214,FROLAND,G,Agder,42,4214
4830,HYNNEKLEIV,4214,FROLAND,G,Agder,42,4214
4832,MYKLAND,4214,FROLAND,G,Agder,42,4214
4834,RISDAL,4214,FROLAND,G,Agder,42,4214
4836,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4838,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4839,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4841,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4842,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4843,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4844,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4846,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4847,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4848,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4849,ARENDAL,4203,ARENDAL,G,Agder,42,4203
4851,SALTRØD,4203,ARENDAL,P,Agder,42,4203
4852,FÆRVIK,4203,ARENDAL,P,Agder,42,4203
4853,HIS,4203,ARENDAL,P,Agder,42,4203
4854,NEDENES,4203,ARENDAL,P,Agder,42,4203
4855,FROLAND,4214,FROLAND,P,Agder,42,4214
4856,ARENDAL,4203,ARENDAL,P,Agder,42,4203
4857,ARENDAL,4203,ARENDAL,P,Agder,42,4203
4858,ARENDAL,4203,ARENDAL,P,Agder,42,4203
4859,ARENDAL,4203,ARENDAL,P,Agder,42,4203
4862,EYDEHAVN,4203,ARENDAL,P,Agder,42,4203
4863,NELAUG,4217,ÅMLI,G,Agder,42,4217
4864,ÅMLI,4217,ÅMLI,P,Agder,42,4217
4865,ÅMLI,4217,ÅMLI,G,Agder,42,4217
4868,SELÅSVATN,4217,ÅMLI,G,Agder,42,4217
4869,DØLEMO,4217,ÅMLI,G,Agder,42,4217
4870,FEVIK,4202,GRIMSTAD,G,Agder,42,4202
4876,GRIMSTAD,4202,GRIMSTAD,G,Agder,42,4202
4877,GRIMSTAD,4202,GRIMSTAD,G,Agder,42,4202
4878,GRIMSTAD,4202,GRIMSTAD,G,Agder,42,4202
4879,GRIMSTAD,4202,GRIMSTAD,G,Agder,42,4202
4884,GRIMSTAD,4202,GRIMSTAD,P,Agder,42,4202
4885,GRIMSTAD,4202,GRIMSTAD,G,Agder,42,4202
4886,GRIMSTAD,4202,GRIMSTAD,G,Agder,42,4202
4887,GRIMSTAD,4202,GRIMSTAD,G,Agder,42,4202
4888,HOMBORSUND,4202,GRIMSTAD,G,Agder,42,4202
4889,FEVIK,4202,GRIMSTAD,P,Agder,42,4202
4891,GRIMSTAD,4202,GRIMSTAD,P,Agder,42,4202
4892,GRIMSTAD,4202,GRIMSTAD,P,Agder,42,4202
4893,GRIMSTAD,4202,GRIMSTAD,P,Agder,42,4202
4894,GRIMSTAD,4202,GRIMSTAD,P,Agder,42,4202
4896,GRIMSTAD,4202,GRIMSTAD,P,Agder,42,4202
4898,GRIMSTAD,4202,GRIMSTAD,P,Agder,42,4202
4900,TVEDESTRAND,4213,TVEDESTRAND,G,Agder,42,4213
4901,TVEDESTRAND,4213,TVEDESTRAND,P,Agder,42,4213
4902,TVEDESTRAND,4213,TVEDESTRAND,P,Agder,42,4213
4903,TVEDESTRAND,4213,TVEDESTRAND,G,Agder,42,4213
4904,TVEDESTRAND,4213,TVEDESTRAND,G,Agder,42,4213
4905,TVEDESTRAND,4213,TVEDESTRAND,G,Agder,42,4213
4909,SONGE,4213,TVEDESTRAND,G,Agder,42,4213
4910,LYNGØR,4213,TVEDESTRAND,B,Agder,42,4213
4912,GJEVING,4213,TVEDESTRAND,G,Agder,42,4213
4915,VESTRE SANDØYA,4213,TVEDESTRAND,G,Agder,42,4213
4916,BORØY,4213,TVEDESTRAND,G,Agder,42,4213
4920,STAUBØ,4203,ARENDAL,G,Agder,42,4203
4921,STAUBØ,4203,ARENDAL,P,Agder,42,4203
4934,NES VERK,4213,TVEDESTRAND,G,Agder,42,4213
4950,RISØR,4201,RISØR,G,Agder,42,4201
4951,RISØR,4201,RISØR,P,Agder,42,4201
4952,RISØR,4201,RISØR,P,Agder,42,4201
4953,RISØR,4201,RISØR,P,Agder,42,4201
4955,RISØR,4201,RISØR,P,Agder,42,4201
4956,RISØR,4201,RISØR,G,Agder,42,4201
4957,RISØR,4201,RISØR,G,Agder,42,4201
4971,SUNDEBRU,4211,GJERSTAD,P,Agder,42,4211
4972,GJERSTAD,4211,GJERSTAD,P,Agder,42,4211
4973,VEGÅRSHEI,4212,VEGÅRSHEI,P,Agder,42,4212
4974,SØNDELED,4201,RISØR,P,Agder,42,4201
4980,GJERSTAD,4211,GJERSTAD,G,Agder,42,4211
4985,VEGÅRSHEI,4212,VEGÅRSHEI,G,Agder,42,4212
4990,SØNDELED,4201,RISØR,G,Agder,42,4201
4993,SUNDEBRU,4211,GJERSTAD,G,Agder,42,4211
4994,AKLAND,4201,RISØR,G,Agder,42,4201
5003,BERGEN,4601,BERGEN,G,Vestland,46,4601
5004,BERGEN,4601,BERGEN,G,Vestland,46,4601
5005,BERGEN,4601,BERGEN,G,Vestland,46,4601
5006,BERGEN,4601,BERGEN,G,Vestland,46,4601
5007,BERGEN,4601,BERGEN,G,Vestland,46,4601
5008,BERGEN,4601,BERGEN,G,Vestland,46,4601
5009,BERGEN,4601,BERGEN,G,Vestland,46,4601
5010,BERGEN,4601,BERGEN,G,Vestland,46,4601
5011,BERGEN,4601,BERGEN,G,Vestland,46,4601
5012,BERGEN,4601,BERGEN,G,Vestland,46,4601
5013,BERGEN,4601,BERGEN,G,Vestland,46,4601
5014,BERGEN,4601,BERGEN,G,Vestland,46,4601
5015,BERGEN,4601,BERGEN,G,Vestland,46,4601
5016,BERGEN,4601,BERGEN,G,Vestland,46,4601
5017,BERGEN,4601,BERGEN,G,Vestland,46,4601
5018,BERGEN,4601,BERGEN,G,Vestland,46,4601
5019,BERGEN,4601,BERGEN,G,Vestland,46,4601
5020,BERGEN,4601,BERGEN,P,Vestland,46,4601
5021,BERGEN,4601,BERGEN,B,Vestland,46,4601
5022,BERGEN,4601,BERGEN,G,Vestland,46,4601
5031,BERGEN,4601,BERGEN,G,Vestland,46,4601
5032,BERGEN,4601,BERGEN,G,Vestland,46,4601
5033,BERGEN,4601,BERGEN,G,Vestland,46,4601
5034,BERGEN,4601,BERGEN,G,Vestland,46,4601
5035,BERGEN,4601,BERGEN,G,Vestland,46,4601
5036,BERGEN,4601,BERGEN,G,Vestland,46,4601
5037,BERGEN,4601,BERGEN,G,Vestland,46,4601
5038,BERGEN,4601,BERGEN,G,Vestland,46,4601
5039,BERGEN,4601,BERGEN,G,Vestland,46,4601
5041,BERGEN,4601,BERGEN,G,Vestland,46,4601
5042,BERGEN,4601,BERGEN,G,Vestland,46,4601
5043,BERGEN,4601,BERGEN,G,Vestland,46,4601
5045,BERGEN,4601,BERGEN,B,Vestland,46,4601
5052,BERGEN,4601,BERGEN,G,Vestland,46,4601
5053,BERGEN,4601,BERGEN,G,Vestland,46,4601
5054,BERGEN,4601,BERGEN,G,Vestland,46,4601
5055,BERGEN,4601,BERGEN,G,Vestland,46,4601
5056,BERGEN,4601,BERGEN,G,Vestland,46,4601
5057,BERGEN,4601,BERGEN,G,Vestland,46,4601
5058,BERGEN,4601,BERGEN,G,Vestland,46,4601
5059,BERGEN,4601,BERGEN,G,Vestland,46,4601
5063,BERGEN,4601,BERGEN,G,Vestland,46,4601
5067,BERGEN,4601,BERGEN,G,Vestland,46,4601
5068,BERGEN,4601,BERGEN,G,Vestland,46,4601
5072,BERGEN,4601,BERGEN,G,Vestland,46,4601
5073,BERGEN,4601,BERGEN,G,Vestland,46,4601
5075,BERGEN,4601,BERGEN,G,Vestland,46,4601
5081,BERGEN,4601,BERGEN,G,Vestland,46,4601
5082,BERGEN,4601,BERGEN,G,Vestland,46,4601
5089,BERGEN,4601,BERGEN,G,Vestland,46,4601
5093,BERGEN,4601,BERGEN,G,Vestland,46,4601
5094,BERGEN,4601,BERGEN,G,Vestland,46,4601
5096,BERGEN,4601,BERGEN,G,Vestland,46,4601
5097,BERGEN,4601,BERGEN,G,Vestland,46,4601
5098,BERGEN,4601,BERGEN,G,Vestland,46,4601
5099,BERGEN,4601,BERGEN,G,Vestland,46,4601
5101,EIDSVÅGNESET,4601,BERGEN,G,Vestland,46,4601
5104,EIDSVÅG I ÅSANE,4601,BERGEN,G,Vestland,46,4601
5105,EIDSVÅG I ÅSANE,4601,BERGEN,G,Vestland,46,4601
5106,ØVRE ERVIK,4601,BERGEN,G,Vestland,46,4601
5107,SALHUS,4601,BERGEN,G,Vestland,46,4601
5108,HORDVIK,4601,BERGEN,G,Vestland,46,4601
5109,HYLKJE,4601,BERGEN,G,Vestland,46,4601
5111,BREISTEIN,4601,BERGEN,G,Vestland,46,4601
5113,TERTNES,4601,BERGEN,G,Vestland,46,4601
5114,TERTNES,4601,BERGEN,G,Vestland,46,4601
5115,ULSET,4601,BERGEN,G,Vestland,46,4601
5116,ULSET,4601,BERGEN,G,Vestland,46,4601
5117,ULSET,4601,BERGEN,G,Vestland,46,4601
5118,ULSET,4601,BERGEN,G,Vestland,46,4601
5119,ULSET,4601,BERGEN,G,Vestland,46,4601
5121,ULSET,4601,BERGEN,G,Vestland,46,4601
5122,MORVIK,4601,BERGEN,G,Vestland,46,4601
5124,MORVIK,4601,BERGEN,G,Vestland,46,4601
5130,NYBORG,4601,BERGEN,G,Vestland,46,4601
5131,NYBORG,4601,BERGEN,G,Vestland,46,4601
5132,NYBORG,4601,BERGEN,G,Vestland,46,4601
5134,FLAKTVEIT,4601,BERGEN,G,Vestland,46,4601
5135,FLAKTVEIT,4601,BERGEN,G,Vestland,46,4601
5136,MJØLKERÅEN,4601,BERGEN,G,Vestland,46,4601
5137,MJØLKERÅEN,4601,BERGEN,G,Vestland,46,4601
5141,FYLLINGSDALEN,4601,BERGEN,G,Vestland,46,4601
5142,FYLLINGSDALEN,4601,BERGEN,G,Vestland,46,4601
5143,FYLLINGSDALEN,4601,BERGEN,G,Vestland,46,4601
5144,FYLLINGSDALEN,4601,BERGEN,G,Vestland,46,4601
5145,FYLLINGSDALEN,4601,BERGEN,G,Vestland,46,4601
5146,FYLLINGSDALEN,4601,BERGEN,G,Vestland,46,4601
5147,FYLLINGSDALEN,4601,BERGEN,G,Vestland,46,4601
5148,FYLLINGSDALEN,4601,BERGEN,G,Vestland,46,4601
5151,STRAUMSGREND,4601,BERGEN,G,Vestland,46,4601
5152,BØNES,4601,BERGEN,G,Vestland,46,4601
5153,BØNES,4601,BERGEN,G,Vestland,46,4601
5154,BØNES,4601,BERGEN,G,Vestland,46,4601
5155,BØNES,4601,BERGEN,G,Vestland,46,4601
5160,LAKSEVÅG,4601,BERGEN,G,Vestland,46,4601
5161,LAKSEVÅG,4601,BERGEN,G,Vestland,46,4601
5162,LAKSEVÅG,4601,BERGEN,G,Vestland,46,4601
5163,LAKSEVÅG,4601,BERGEN,G,Vestland,46,4601
5164,LAKSEVÅG,4601,BERGEN,G,Vestland,46,4601
5165,LAKSEVÅG,4601,BERGEN,G,Vestland,46,4601
5170,BJØRNDALSTRÆ,4601,BERGEN,G,Vestland,46,4601
5171,LODDEFJORD,4601,BERGEN,G,Vestland,46,4601
5172,LODDEFJORD,4601,BERGEN,G,Vestland,46,4601
5173,LODDEFJORD,4601,BERGEN,G,Vestland,46,4601
5174,MATHOPEN,4601,BERGEN,G,Vestland,46,4601
5176,LODDEFJORD,4601,BERGEN,G,Vestland,46,4601
5177,BJØRØYHAMN,4626,ØYGARDEN,G,Vestland,46,4626
5178,LODDEFJORD,4601,BERGEN,G,Vestland,46,4601
5179,GODVIK,4601,BERGEN,G,Vestland,46,4601
5183,OLSVIK,4601,BERGEN,G,Vestland,46,4601
5184,OLSVIK,4601,BERGEN,G,Vestland,46,4601
5200,OS,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5201,OS,4624,BJØRNAFJORDEN,P,Vestland,46,4624
5202,OS,4624,BJØRNAFJORDEN,P,Vestland,46,4624
5203,OS,4624,BJØRNAFJORDEN,P,Vestland,46,4624
5206,OS,4624,BJØRNAFJORDEN,P,Vestland,46,4624
5207,SØFTELAND,4624,BJØRNAFJORDEN,P,Vestland,46,4624
5208,OS,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5209,OS,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5210,OS,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5211,OS,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5212,SØFTELAND,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5213,LEPSØY,4624,BJØRNAFJORDEN,P,Vestland,46,4624
5215,LYSEKLOSTER,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5216,LEPSØY,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5217,HAGAVIK,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5218,NORDSTRØNO,4624,BJØRNAFJORDEN,G,Vestland,46,4624
5221,NESTTUN,4601,BERGEN,G,Vestland,46,4601
5222,NESTTUN,4601,BERGEN,G,Vestland,46,4601
5223,NESTTUN,4601,BERGEN,G,Vestland,46,4601
5224,NESTTUN,4601,BERGEN,G,Vestland,46,4601
5225,NESTTUN,4601,BERGEN,G,Vestland,46,4601
5226,NESTTUN,4601,BERGEN,G,Vestland,46,4601
5227,NESTTUN,4601,BERGEN,G,Vestland,46,4601
5228,NESTTUN,4601,BERGEN,G,Vestland,46,4601
5229,KALANDSEIDET,4601,BERGEN,G,Vestland,46,4601
5230,PARADIS,4601,BERGEN,G,Vestland,46,4601
5231,PARADIS,4601,BERGEN,G,Vestland,46,4601
5232,PARADIS,4601,BERGEN,G,Vestland,46,4601
5235,RÅDAL,4601,BERGEN,G,Vestland,46,4601
5236,RÅDAL,4601,BERGEN,G,Vestland,46,4601
5237,RÅDAL,4601,BERGEN,G,Vestland,46,4601
5238,RÅDAL,4601,BERGEN,G,Vestland,46,4601
5239,RÅDAL,4601,BERGEN,G,Vestland,46,4601
5243,FANA,4601,BERGEN,G,Vestland,46,4601
5244,FANA,4601,BERGEN,G,Vestland,46,4601
5251,SØREIDGREND,4601,BERGEN,G,Vestland,46,4601
5252,SØREIDGREND,4601,BERGEN,G,Vestland,46,4601
5253,SANDSLI,4601,BERGEN,G,Vestland,46,4601
5254,SANDSLI,4601,BERGEN,G,Vestland,46,4601
5257,KOKSTAD,4601,BERGEN,G,Vestland,46,4601
5258,BLOMSTERDALEN,4601,BERGEN,G,Vestland,46,4601
5259,HJELLESTAD,4601,BERGEN,G,Vestland,46,4601
5260,INDRE ARNA,4601,BERGEN,G,Vestland,46,4601
5261,INDRE ARNA,4601,BERGEN,G,Vestland,46,4601
5262,ARNATVEIT,4601,BERGEN,G,Vestland,46,4601
5263,TRENGEREID,4601,BERGEN,G,Vestland,46,4601
5264,GARNES,4601,BERGEN,G,Vestland,46,4601
5265,YTRE ARNA,4601,BERGEN,G,Vestland,46,4601
5267,ESPELAND,4601,BERGEN,G,Vestland,46,4601
5268,HAUKELAND,4601,BERGEN,G,Vestland,46,4601
5281,VALESTRANDSFOSSEN,4630,OSTERØY,G,Vestland,46,4630
5282,LONEVÅG,4630,OSTERØY,G,Vestland,46,4630
5283,FOTLANDSVÅG,4630,OSTERØY,G,Vestland,46,4630
5284,TYSSEBOTNEN,4630,OSTERØY,G,Vestland,46,4630
5285,BRUVIK,4630,OSTERØY,G,Vestland,46,4630
5286,HAUS,4630,OSTERØY,G,Vestland,46,4630
5291,VALESTRANDSFOSSEN,4630,OSTERØY,P,Vestland,46,4630
5293,LONEVÅG,4630,OSTERØY,P,Vestland,46,4630
5299,HAUS,4630,OSTERØY,P,Vestland,46,4630
5300,KLEPPESTØ,4627,ASKØY,G,Vestland,46,4627
5301,KLEPPESTØ,4627,ASKØY,G,Vestland,46,4627
5302,STRUSSHAMN,4627,ASKØY,G,Vestland,46,4627
5303,FOLLESE,4627,ASKØY,G,Vestland,46,4627
5304,HETLEVIK,4627,ASKØY,G,Vestland,46,4627
5305,FLORVÅG,4627,ASKØY,G,Vestland,46,4627
5306,ERDAL,4627,ASKØY,G,Vestland,46,4627
5307,ASK,4627,ASKØY,G,Vestland,46,4627
5308,KLEPPESTØ,4627,ASKØY,G,Vestland,46,4627
5309,KLEPPESTØ,4627,ASKØY,G,Vestland,46,4627
5310,HAUGLANDSHELLA,4627,ASKØY,G,Vestland,46,4627
5311,KJERRGARDEN,4627,ASKØY,P,Vestland,46,4627
5314,KJERRGARDEN,4627,ASKØY,G,Vestland,46,4627
5315,HERDLA,4627,ASKØY,G,Vestland,46,4627
5318,STRUSSHAMN,4627,ASKØY,P,Vestland,46,4627
5319,KLEPPESTØ,4627,ASKØY,P,Vestland,46,4627
5321,KLEPPESTØ,4627,ASKØY,P,Vestland,46,4627
5322,KLEPPESTØ,4627,ASKØY,P,Vestland,46,4627
5323,KLEPPESTØ,4627,ASKØY,P,Vestland,46,4627
5325,FOLLESE,4627,ASKØY,P,Vestland,46,4627
5326,ASK,4627,ASKØY,P,Vestland,46,4627
5327,HAUGLANDSHELLA,4627,ASKØY,P,Vestland,46,4627
5329,FLORVÅG,4627,ASKØY,P,Vestland,46,4627
5331,RONG,4626,ØYGARDEN,P,Vestland,46,4626
5333,TJELDSTØ,4626,ØYGARDEN,P,Vestland,46,4626
5334,HELLESØY,4626,ØYGARDEN,G,Vestland,46,4626
5335,HERNAR,4626,ØYGARDEN,G,Vestland,46,4626
5336,TJELDSTØ,4626,ØYGARDEN,G,Vestland,46,4626
5337,RONG,4626,ØYGARDEN,G,Vestland,46,4626
5341,STRAUME,4626,ØYGARDEN,P,Vestland,46,4626
5342,STRAUME,4626,ØYGARDEN,P,Vestland,46,4626
5343,STRAUME,4626,ØYGARDEN,P,Vestland,46,4626
5345,KNARREVIK,4626,ØYGARDEN,P,Vestland,46,4626
5346,ÅGOTNES,4626,ØYGARDEN,P,Vestland,46,4626
5347,ÅGOTNES,4626,ØYGARDEN,G,Vestland,46,4626
5350,BRATTHOLMEN,4626,ØYGARDEN,G,Vestland,46,4626
5353,STRAUME,4626,ØYGARDEN,G,Vestland,46,4626
5354,STRAUME,4626,ØYGARDEN,G,Vestland,46,4626
5355,KNARREVIK,4626,ØYGARDEN,G,Vestland,46,4626
5357,FJELL,4626,ØYGARDEN,G,Vestland,46,4626
5358,FJELL,4626,ØYGARDEN,P,Vestland,46,4626
5360,KOLLTVEIT,4626,ØYGARDEN,G,Vestland,46,4626
5363,ÅGOTNES,4626,ØYGARDEN,G,Vestland,46,4626
5365,TURØY,4626,ØYGARDEN,G,Vestland,46,4626
5366,MISJE,4626,ØYGARDEN,G,Vestland,46,4626
5371,SKOGSVÅG,4626,ØYGARDEN,P,Vestland,46,4626
5374,STEINSLAND,4626,ØYGARDEN,P,Vestland,46,4626
5378,KLOKKARVIK,4626,ØYGARDEN,G,Vestland,46,4626
5379,STEINSLAND,4626,ØYGARDEN,G,Vestland,46,4626
5380,TELAVÅG,4626,ØYGARDEN,G,Vestland,46,4626
5381,GLESVÆR,4626,ØYGARDEN,G,Vestland,46,4626
5382,SKOGSVÅG,4626,ØYGARDEN,G,Vestland,46,4626
5384,TORANGSVÅG,4625,AUSTEVOLL,G,Vestland,46,4625
5385,BAKKASUND,4625,AUSTEVOLL,G,Vestland,46,4625
5387,MØKSTER,4625,AUSTEVOLL,B,Vestland,46,4625
5388,LITLAKALSØY,4625,AUSTEVOLL,G,Vestland,46,4625
5392,STOREBØ,4625,AUSTEVOLL,G,Vestland,46,4625
5393,STOREBØ,4625,AUSTEVOLL,P,Vestland,46,4625
5394,KOLBEINSVIK,4625,AUSTEVOLL,G,Vestland,46,4625
5396,VESTRE VINNESVÅG,4625,AUSTEVOLL,G,Vestland,46,4625
5397,BEKKJARVIK,4625,AUSTEVOLL,G,Vestland,46,4625
5398,STOLMEN,4625,AUSTEVOLL,G,Vestland,46,4625
5399,BEKKJARVIK,4625,AUSTEVOLL,P,Vestland,46,4625
5401,STORD,4614,STORD,P,Vestland,46,4614
5402,STORD,4614,STORD,P,Vestland,46,4614
5403,STORD,4614,STORD,P,Vestland,46,4614
5404,STORD,4614,STORD,P,Vestland,46,4614
5406,STORD,4614,STORD,P,Vestland,46,4614
5407,STORD,4614,STORD,P,Vestland,46,4614
5408,SAGVÅG,4614,STORD,P,Vestland,46,4614
5409,STORD,4614,STORD,P,Vestland,46,4614
5410,SAGVÅG,4614,STORD,G,Vestland,46,4614
5411,STORD,4614,STORD,G,Vestland,46,4614
5412,STORD,4614,STORD,G,Vestland,46,4614
5413,HUGLO,4614,STORD,G,Vestland,46,4614
5414,STORD,4614,STORD,G,Vestland,46,4614
5415,STORD,4614,STORD,G,Vestland,46,4614
5416,STORD,4614,STORD,G,Vestland,46,4614
5417,STORD,4614,STORD,G,Vestland,46,4614
5418,FITJAR,4615,FITJAR,P,Vestland,46,4615
5419,FITJAR,4615,FITJAR,G,Vestland,46,4615
5420,RUBBESTADNESET,4613,BØMLO,G,Vestland,46,4613
5423,BRANDASUND,4613,BØMLO,G,Vestland,46,4613
5427,URANGSVÅG,4613,BØMLO,G,Vestland,46,4613
5428,FOLDRØYHAMN,4613,BØMLO,G,Vestland,46,4613
5430,BREMNES,4613,BØMLO,G,Vestland,46,4613
5437,FINNÅS,4613,BØMLO,G,Vestland,46,4613
5440,MOSTERHAMN,4613,BØMLO,G,Vestland,46,4613
5443,BØMLO,4613,BØMLO,G,Vestland,46,4613
5444,ESPEVÆR,4613,BØMLO,B,Vestland,46,4613
5445,BREMNES,4613,BØMLO,P,Vestland,46,4613
5447,MOSTERHAMN,4613,BØMLO,P,Vestland,46,4613
5449,BØMLO,4613,BØMLO,P,Vestland,46,4613
5450,SUNDE I SUNNHORDLAND,4617,KVINNHERAD,G,Vestland,46,4617
5451,VALEN,4617,KVINNHERAD,G,Vestland,46,4617
5452,SANDVOLL,4617,KVINNHERAD,G,Vestland,46,4617
5453,UTÅKER,4617,KVINNHERAD,G,Vestland,46,4617
5454,SÆBØVIK,4617,KVINNHERAD,G,Vestland,46,4617
5455,HALSNØY KLOSTER,4617,KVINNHERAD,G,Vestland,46,4617
5457,HØYLANDSBYGD,4617,KVINNHERAD,G,Vestland,46,4617
5458,ARNAVIK,4617,KVINNHERAD,G,Vestland,46,4617
5459,FJELBERG,4617,KVINNHERAD,G,Vestland,46,4617
5460,HUSNES,4617,KVINNHERAD,G,Vestland,46,4617
5462,HERØYSUNDET,4617,KVINNHERAD,G,Vestland,46,4617
5463,USKEDALEN,4617,KVINNHERAD,G,Vestland,46,4617
5464,DIMMELSVIK,4617,KVINNHERAD,G,Vestland,46,4617
5465,USKEDALEN,4617,KVINNHERAD,P,Vestland,46,4617
5470,ROSENDAL,4617,KVINNHERAD,G,Vestland,46,4617
5472,SEIMSFOSS,4617,KVINNHERAD,G,Vestland,46,4617
5473,SNILSTVEITØY,4617,KVINNHERAD,G,Vestland,46,4617
5474,LØFALLSTRAND,4617,KVINNHERAD,G,Vestland,46,4617
5475,ÆNES,4617,KVINNHERAD,G,Vestland,46,4617
5476,MAURANGER,4617,KVINNHERAD,G,Vestland,46,4617
5480,HUSNES,4617,KVINNHERAD,P,Vestland,46,4617
5484,SÆBØVIK,4617,KVINNHERAD,P,Vestland,46,4617
5486,ROSENDAL,4617,KVINNHERAD,P,Vestland,46,4617
5498,MATRE,4617,KVINNHERAD,G,Vestland,46,4617
5499,ÅKRA,4617,KVINNHERAD,G,Vestland,46,4617
5501,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5502,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5503,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5504,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5505,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5506,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5507,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5508,KARMSUND,1149,KARMØY,P,Rogaland,11,1149
5509,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5511,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5512,HAUGESUND,1106,HAUGESUND,P,Rogaland,11,1106
5514,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5515,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5516,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5517,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5518,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5519,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5521,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5522,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5523,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5525,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5527,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5528,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5529,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5531,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5532,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5533,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5534,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5535,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5536,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5537,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5538,HAUGESUND,1106,HAUGESUND,G,Rogaland,11,1106
5541,KOLNES,1149,KARMØY,G,Rogaland,11,1149
5542,KARMSUND,1149,KARMØY,G,Rogaland,11,1149
5544,VORMEDAL,1149,KARMØY,P,Rogaland,11,1149
5545,VORMEDAL,1149,KARMØY,G,Rogaland,11,1149
5546,RØYKSUND,1149,KARMØY,G,Rogaland,11,1149
5547,UTSIRA,1151,UTSIRA,B,Rogaland,11,1151
5548,FEØY,1149,KARMØY,B,Rogaland,11,1149
5549,RØVÆR,1106,HAUGESUND,B,Rogaland,11,1106
5550,SVEIO,4612,SVEIO,G,Vestland,46,4612
5551,AUKLANDSHAMN,4612,SVEIO,G,Vestland,46,4612
5554,VALEVÅG,4612,SVEIO,G,Vestland,46,4612
5555,FØRDE I HORDALAND,4612,SVEIO,G,Vestland,46,4612
